PLAYER,YEAR,AGE,GP,W,L,MP,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_MR,PCT_PTS_3PT,PCT_PTS_FSTBRK,PCT_PTS_FT,PCT_PTS_OFF_TOS,PCT_PTS_INTHEPT,PCT_2PTGFM_ASSTD,PCT_2PTGFM_UNASSTD,PCT_3PTGFM_ASSTD,PCT_3PTGFM_UNASSTD,PCT_FGM_ASSTD,PCT_FGM_UNASSTD
Andrew White III,2018,25,15.00,1.00,14.00,13.90,32.90,67.10,20.30,2.90,78.30,20.30,1.40,15.90,17.40,100.00,0.00,100.00,0.00,100.00,0.00
Andrew Wiggins,2015,20,82.00,16.00,66.00,36.20,88.90,11.10,66.00,19.90,8.40,13.00,25.50,19.30,46.10,48.90,51.10,87.20,12.80,51.90,48.10
Andrew Wiggins,2016,21,81.00,29.00,52.00,35.10,85.30,14.70,64.10,18.50,10.20,12.50,25.70,16.40,45.60,51.00,49.00,82.50,17.50,54.00,46.00
Andrew Wiggins,2017,22,82.00,31.00,51.00,37.20,81.60,18.40,62.70,23.10,16.00,11.30,21.30,14.10,39.60,41.40,58.60,75.70,24.30,46.40,53.60
Andrew Wiggins,2018,23,82.00,47.00,35.00,36.30,74.00,26.00,62.90,16.70,23.10,10.10,13.90,15.80,46.30,47.00,53.00,84.80,15.20,54.50,45.50
Andrew Wiggins,2019,24,73.00,31.00,42.00,34.80,71.20,28.80,57.50,16.70,26.80,10.40,15.70,13.00,40.90,45.00,55.00,81.40,18.60,53.60,46.40
Andris Biedrins,2014,28,6.00,0.00,6.00,7.40,100.00,0.00,66.70,0.00,0.00,0.00,33.30,66.70,66.70,100.00,0.00,0.00,0.00,100.00,0.00
Anfernee Simons,2019,20,20.00,17.00,3.00,7.00,54.00,46.00,48.00,16.00,40.00,12.00,12.00,12.00,32.00,22.20,77.80,60.00,40.00,35.70,64.30
Angel Delgado,2019,24,2.00,0.00,2.00,7.40,100.00,0.00,66.70,0.00,0.00,0.00,33.30,0.00,66.70,100.00,0.00,0.00,0.00,100.00,0.00
Antawn Jamison,2014,38,22.00,15.00,7.00,11.30,55.40,44.60,50.00,9.50,28.60,13.10,21.40,20.20,40.50,76.20,23.80,100.00,0.00,82.80,17.20
Ante Zizic,2018,21,32.00,21.00,11.00,6.70,100.00,0.00,82.40,1.70,0.00,0.00,17.60,11.80,80.70,63.30,36.70,0.00,0.00,63.30,36.70
Ante Zizic,2019,22,59.00,13.00,46.00,18.30,100.00,0.00,79.70,6.10,0.00,5.00,20.30,13.30,73.60,68.30,31.70,0.00,0.00,68.30,31.70
Anthony Bennett,2014,21,52.00,20.00,32.00,12.70,76.40,23.60,61.80,20.30,18.00,7.80,20.30,17.50,41.50,61.20,38.80,100.00,0.00,67.50,32.50
Anthony Bennett,2015,22,57.00,12.00,45.00,15.70,92.30,7.70,79.20,32.90,7.00,10.40,13.80,18.10,46.30,75.40,24.60,100.00,0.00,76.80,23.20
Anthony Bennett,2016,23,19.00,12.00,7.00,4.40,48.10,51.90,35.70,0.00,32.10,0.00,32.10,17.90,35.70,20.00,80.00,100.00,0.00,50.00,50.00
Anthony Bennett,2017,24,23.00,3.00,20.00,11.50,47.80,52.20,43.50,0.00,33.90,3.50,22.60,7.00,43.50,44.00,56.00,92.30,7.70,60.50,39.50
Anthony Brown,2016,23,29.00,4.00,25.00,20.60,44.40,55.60,33.00,17.40,52.20,12.20,14.80,18.30,15.70,68.40,31.60,95.00,5.00,82.10,17.90
Anthony Brown,2017,24,11.00,3.00,8.00,14.50,46.00,54.00,51.20,23.30,48.80,18.60,0.00,16.30,27.90,54.50,45.50,57.10,42.90,55.60,44.40
Anthony Brown,2018,25,1.00,0.00,1.00,3.70,0.00,100.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00
Anthony Davis,2014,21,67.00,29.00,38.00,35.20,99.10,0.90,74.60,20.70,0.40,13.90,25.00,17.40,53.90,66.70,33.30,100.00,0.00,66.90,33.10
Anthony Davis,2015,22,68.00,39.00,29.00,36.10,99.00,1.00,77.40,28.00,0.20,10.60,22.40,14.60,49.40,71.50,28.50,100.00,0.00,71.50,28.50
Anthony Davis,2016,23,61.00,24.00,37.00,35.50,90.50,9.50,70.90,25.80,7.10,9.00,22.00,13.80,45.10,72.80,27.20,94.30,5.70,74.10,25.90
Anthony Davis,2017,24,75.00,31.00,44.00,36.10,91.20,8.80,69.60,23.30,5.70,8.00,24.70,12.30,46.20,64.40,35.60,100.00,0.00,66.20,33.80
Anthony Davis,2018,25,75.00,45.00,30.00,36.40,88.90,11.10,68.70,13.90,7.80,12.70,23.50,15.00,54.80,70.10,29.90,90.90,9.10,71.50,28.50
Anthony Davis,2019,26,56.00,25.00,31.00,33.00,85.90,14.10,66.40,11.40,9.90,10.70,23.70,17.10,55.00,61.80,38.20,100.00,0.00,65.30,34.70
Anthony Morrow,2014,28,76.00,32.00,44.00,18.80,62.50,37.50,47.20,22.60,41.50,12.40,11.30,14.80,24.50,65.30,34.70,93.20,6.80,75.60,24.40
Anthony Morrow,2015,29,74.00,42.00,32.00,24.40,47.20,52.80,36.50,17.00,53.50,17.00,10.00,15.90,19.50,59.00,41.00,97.20,2.80,77.90,22.10
Anthony Morrow,2016,30,68.00,46.00,22.00,13.60,38.70,61.30,30.00,15.80,62.40,7.40,7.60,14.50,14.20,52.60,47.40,91.10,8.90,75.00,25.00
Anthony Morrow,2017,31,49.00,25.00,24.00,14.60,47.20,52.80,42.10,16.20,45.40,7.70,12.50,10.00,25.80,59.60,40.40,97.60,2.40,75.50,24.50
Anthony Randolph,2014,24,43.00,15.00,28.00,12.30,65.30,34.70,48.50,12.60,26.20,21.80,25.20,23.30,35.90,56.00,44.00,100.00,0.00,67.60,32.40
Anthony Tolliver,2014,29,64.00,33.00,31.00,20.30,19.50,80.50,13.70,3.60,77.90,9.90,8.40,14.00,10.20,74.10,25.90,100.00,0.00,94.60,5.40
Anthony Tolliver,2015,30,76.00,36.00,40.00,18.90,26.20,73.80,22.80,3.70,66.00,8.70,11.20,20.50,19.10,76.40,23.60,100.00,0.00,91.90,8.10
Anthony Tolliver,2016,31,72.00,36.00,36.00,18.60,18.10,81.90,15.70,3.70,76.80,4.70,7.60,14.90,12.00,76.70,23.30,99.00,1.00,93.80,6.30
Anthony Tolliver,2017,32,65.00,26.00,39.00,22.70,34.50,65.50,28.20,4.30,58.60,6.10,13.20,15.00,23.90,64.60,35.40,100.00,0.00,85.20,14.80
Anthony Tolliver,2018,33,79.00,37.00,42.00,22.20,22.70,77.30,17.10,1.40,67.90,11.20,15.10,15.20,15.60,73.30,26.70,100.00,0.00,92.70,7.30
Anthony Tolliver,2019,34,65.00,27.00,38.00,16.60,17.00,83.00,11.00,2.50,74.50,13.80,14.40,16.30,8.60,61.10,38.90,100.00,0.00,92.90,7.10
Antonio Blakeney,2018,21,19.00,3.00,16.00,16.50,63.60,36.40,50.30,22.50,29.80,28.50,19.90,15.20,27.80,50.00,50.00,66.70,33.30,54.70,45.30
Antonio Blakeney,2019,22,57.00,14.00,43.00,14.50,77.00,23.00,62.20,19.10,25.80,10.50,12.00,12.90,43.10,38.50,61.50,83.30,16.70,48.20,51.80
Antonius Cleveland,2018,24,17.00,7.00,10.00,7.20,81.00,19.00,43.50,26.10,39.10,0.00,17.40,0.00,17.40,40.00,60.00,66.70,33.30,50.00,50.00
Archie Goodwin,2014,19,52.00,32.00,20.00,10.20,78.40,21.60,73.20,2.10,7.70,27.80,19.10,32.00,71.10,38.00,62.00,100.00,0.00,42.10,57.90
Archie Goodwin,2015,20,41.00,16.00,25.00,13.00,79.60,20.40,58.00,4.30,15.60,23.40,26.40,19.50,53.70,35.80,64.20,91.70,8.30,44.30,55.70
Archie Goodwin,2016,21,57.00,14.00,43.00,19.50,76.50,23.50,60.60,6.70,13.70,23.40,25.70,17.00,53.90,34.60,65.40,69.60,30.40,39.20,60.80
Archie Goodwin,2017,22,15.00,8.00,7.00,14.30,77.30,22.70,56.40,5.50,13.60,20.00,30.00,11.80,50.90,35.50,64.50,80.00,20.00,41.70,58.30
Arinze Onuaku,2014,26,5.00,2.00,3.00,6.00,100.00,0.00,66.70,0.00,0.00,0.00,33.30,33.30,66.70,0.00,100.00,0.00,0.00,0.00,100.00
Arinze Onuaku,2015,27,6.00,0.00,6.00,11.40,100.00,0.00,88.90,0.00,0.00,7.40,11.10,14.80,88.90,75.00,25.00,0.00,0.00,75.00,25.00
Arinze Onuaku,2017,29,8.00,3.00,5.00,3.50,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,100.00,0.00
Arnett Moultrie,2014,23,12.00,0.00,12.00,15.60,100.00,0.00,88.90,44.40,0.00,16.70,11.10,33.30,44.40,75.00,25.00,0.00,0.00,75.00,25.00
Aron Baynes,2014,27,53.00,41.00,12.00,9.30,100.00,0.00,88.20,13.70,0.00,2.50,11.80,9.30,74.50,64.80,35.20,0.00,0.00,64.80,35.20
Aron Baynes,2015,28,70.00,49.00,21.00,16.00,98.80,1.20,79.80,10.40,0.70,5.00,19.50,17.40,69.40,79.30,20.70,100.00,0.00,79.50,20.50
Aron Baynes,2016,29,81.00,43.00,38.00,15.20,99.50,0.50,75.50,14.00,0.00,5.30,24.50,13.60,61.50,75.30,24.70,0.00,0.00,75.30,24.70
Aron Baynes,2017,30,75.00,34.00,41.00,15.50,100.00,0.00,78.40,13.70,0.00,5.50,21.60,13.40,64.70,73.40,26.60,0.00,0.00,73.40,26.60
Aron Baynes,2018,31,81.00,54.00,27.00,18.30,95.30,4.70,85.90,25.70,1.90,0.80,12.20,8.30,60.20,74.40,25.60,100.00,0.00,74.80,25.20
Aron Baynes,2019,32,51.00,32.00,19.00,16.10,72.60,27.40,59.20,5.60,22.20,4.20,18.70,13.40,53.50,66.70,33.30,100.00,0.00,73.30,26.70
Arron Afflalo,2014,28,73.00,21.00,52.00,35.00,70.30,29.70,50.50,30.20,28.90,12.90,20.60,13.90,20.30,53.00,47.00,88.30,11.70,62.70,37.30
Arron Afflalo,2015,29,78.00,35.00,43.00,32.10,62.30,37.70,49.70,25.10,34.20,9.90,16.10,14.30,24.50,54.90,45.10,95.80,4.20,67.70,32.30
Arron Afflalo,2016,30,71.00,27.00,44.00,33.40,70.20,29.80,57.90,28.80,30.00,8.80,12.10,10.50,29.00,49.00,51.00,91.20,8.80,59.90,40.10
Arron Afflalo,2017,31,61.00,23.00,38.00,25.90,64.00,36.00,47.80,23.30,36.10,5.20,16.10,12.00,24.50,50.40,49.60,96.80,3.20,65.90,34.10
Arron Afflalo,2018,32,53.00,16.00,37.00,12.90,56.80,43.20,42.50,20.10,45.30,7.80,12.30,18.40,22.30,63.20,36.80,92.60,7.40,75.40,24.60
Austin Daye,2014,26,22.00,16.00,6.00,6.70,45.60,54.40,36.40,15.20,54.50,6.10,9.10,6.10,21.20,33.30,66.70,100.00,0.00,66.70,33.30
Austin Daye,2015,27,34.00,17.00,17.00,10.10,49.60,50.40,40.30,23.30,55.80,6.20,3.90,17.10,17.10,57.70,42.30,95.80,4.20,76.00,24.00
Austin Rivers,2014,21,69.00,27.00,42.00,19.40,79.10,20.90,58.90,3.80,20.40,11.90,20.80,17.20,55.10,21.80,78.20,97.20,2.80,35.90,64.10
Austin Rivers,2015,22,76.00,46.00,30.00,20.60,73.60,26.40,61.90,11.30,22.10,14.70,16.00,21.30,50.60,37.80,62.20,89.70,10.30,47.80,52.20
Austin Rivers,2016,23,67.00,42.00,25.00,21.80,64.10,35.90,55.30,11.80,31.40,14.50,13.30,19.20,43.50,34.10,65.90,82.30,17.70,47.30,52.70
Austin Rivers,2017,24,74.00,43.00,31.00,27.80,59.10,40.90,47.70,4.50,37.50,10.60,14.80,12.90,43.20,20.80,79.20,70.30,29.70,37.80,62.20
Austin Rivers,2018,25,61.00,30.00,31.00,33.70,55.30,44.70,44.60,2.00,44.30,6.30,11.10,13.00,42.60,21.50,78.50,51.50,48.50,33.40,66.60
Austin Rivers,2019,26,76.00,45.00,31.00,26.70,42.80,57.20,41.40,1.30,50.50,10.70,8.10,22.30,40.10,31.30,68.80,68.30,31.70,47.80,52.20
Avery Bradley,2014,23,60.00,19.00,41.00,30.90,75.80,24.20,63.30,37.70,26.60,16.00,10.10,20.90,25.60,54.30,45.70,93.70,6.30,62.90,37.10
Avery Bradley,2015,24,77.00,37.00,40.00,31.50,65.30,34.70,57.90,34.00,34.70,16.50,7.40,18.30,23.90,66.10,33.90,89.50,10.50,72.80,27.20
Avery Bradley,2016,25,76.00,45.00,31.00,33.40,60.10,39.90,53.50,22.90,38.20,22.30,8.30,24.00,30.60,64.70,35.30,91.20,8.80,73.20,26.80
Avery Bradley,2017,26,55.00,34.00,21.00,33.40,64.30,35.70,56.20,20.40,36.20,10.70,7.60,20.50,35.80,61.40,38.60,81.50,18.50,67.40,32.60
Avery Bradley,2018,27,46.00,22.00,24.00,31.20,67.50,32.50,56.10,20.10,34.30,12.80,9.60,19.50,36.00,68.50,31.50,92.00,8.00,75.30,24.70
Avery Bradley,2019,28,63.00,31.00,32.00,30.20,59.70,40.30,51.80,27.80,41.30,11.70,6.90,14.70,24.00,61.10,38.90,86.00,14.00,69.80,30.20
Axel Toupane,2016,23,21.00,9.00,12.00,14.50,42.90,57.10,31.60,7.90,51.30,19.70,17.10,11.80,23.70,91.70,8.30,100.00,0.00,96.00,4.00
Axel Toupane,2017,24,4.00,2.00,2.00,11.90,55.60,44.40,72.70,54.50,27.30,0.00,0.00,0.00,18.20,75.00,25.00,100.00,0.00,80.00,20.00
BJ Johnson,2019,23,7.00,2.00,5.00,7.10,61.10,38.90,52.20,26.10,39.10,39.10,8.70,26.10,26.10,50.00,50.00,100.00,0.00,66.70,33.30
Bam Adebayo,2018,20,69.00,34.00,35.00,19.80,97.90,2.10,73.00,4.60,0.00,7.80,27.00,12.20,68.30,70.10,29.90,0.00,0.00,70.10,29.90
Bam Adebayo,2019,21,82.00,39.00,43.00,23.30,96.90,3.10,76.00,4.40,1.20,10.00,22.80,17.40,71.60,70.00,30.00,66.70,33.30,70.00,30.00
Ben Bentil,2017,22,3.00,2.00,1.00,3.30,66.70,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ben Gordon,2014,31,19.00,8.00,11.00,14.70,73.10,26.90,58.60,26.30,24.20,9.10,17.20,20.20,32.30,65.50,34.50,100.00,0.00,73.00,27.00
Ben Gordon,2015,32,56.00,17.00,39.00,14.10,67.10,32.90,53.90,29.80,30.10,8.60,16.00,12.90,24.10,33.00,67.00,71.40,28.60,43.40,56.60
Ben McLemore,2014,21,82.00,28.00,54.00,26.70,56.30,43.70,44.40,15.00,39.60,25.60,16.00,16.70,29.40,61.90,38.10,94.70,5.30,74.10,25.90
Ben McLemore,2015,22,82.00,29.00,53.00,32.60,52.90,47.10,44.80,13.30,42.20,24.50,13.10,18.70,31.50,62.80,37.20,91.40,8.60,73.80,26.20
Ben McLemore,2016,23,68.00,28.00,40.00,21.20,59.30,40.70,48.20,10.90,37.90,24.90,13.90,16.60,37.30,68.00,32.00,94.00,6.00,76.90,23.10
Ben McLemore,2017,24,61.00,27.00,34.00,19.30,59.40,40.60,46.50,17.40,39.40,17.00,14.10,15.20,29.10,69.60,30.40,90.80,9.20,77.20,22.80
Ben McLemore,2018,25,56.00,7.00,49.00,19.50,57.40,42.60,48.30,12.30,39.10,17.80,12.60,21.10,36.00,70.60,29.40,96.40,3.60,79.60,20.40
Ben McLemore,2019,26,19.00,7.00,12.00,8.30,35.90,64.10,21.30,10.70,68.00,25.30,10.70,16.00,10.70,87.50,12.50,94.10,5.90,92.00,8.00
Ben Moore,2018,23,2.00,1.00,1.00,4.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ben Simmons,2018,21,81.00,51.00,30.00,33.70,98.90,1.10,85.10,4.70,0.00,13.00,14.90,18.10,80.40,34.40,65.60,0.00,0.00,34.40,65.60
Ben Simmons,2019,22,79.00,50.00,29.00,34.20,99.40,0.60,80.80,2.10,0.00,19.70,19.20,14.20,78.70,43.50,56.50,0.00,0.00,43.50,56.50
Beno Udrih,2014,31,41.00,18.00,23.00,15.70,76.40,23.60,59.00,30.00,28.50,5.00,12.50,6.00,29.00,37.30,62.70,94.70,5.30,51.30,48.70
Beno Udrih,2015,32,79.00,55.00,24.00,18.90,80.80,19.20,72.70,37.70,12.90,11.90,14.40,15.00,35.00,42.30,57.70,88.50,11.50,47.20,52.80
Beno Udrih,2016,33,44.00,26.00,18.00,16.10,77.80,22.20,69.30,36.10,22.00,8.30,8.80,13.70,33.20,35.20,64.80,93.30,6.70,45.30,54.70
Beno Udrih,2017,34,39.00,18.00,21.00,14.40,83.80,16.20,71.40,34.40,14.50,12.30,14.10,9.70,37.00,13.60,86.40,54.50,45.50,18.50,81.50
Bernard James,2014,29,30.00,17.00,13.00,4.90,95.70,4.30,78.60,0.00,0.00,17.90,21.40,28.60,78.60,54.50,45.50,0.00,0.00,54.50,45.50
Bernard James,2015,30,16.00,6.00,10.00,9.90,100.00,0.00,54.50,0.00,0.00,9.10,45.50,22.70,54.50,83.30,16.70,0.00,0.00,83.30,16.70
Billy Garrett,2019,24,4.00,1.00,3.00,15.90,70.40,29.60,84.60,23.10,0.00,0.00,15.40,0.00,61.50,45.50,54.50,0.00,0.00,45.50,54.50
Bismack Biyombo,2014,21,77.00,42.00,35.00,13.90,100.00,0.00,79.30,4.50,0.00,3.60,20.70,12.60,74.80,71.60,28.40,0.00,0.00,71.60,28.40
Bismack Biyombo,2015,22,64.00,26.00,38.00,19.40,100.00,0.00,66.40,0.70,0.00,4.60,33.60,6.60,65.80,56.40,43.60,0.00,0.00,56.40,43.60
Bismack Biyombo,2016,23,82.00,56.00,26.00,22.00,99.70,0.30,68.70,6.60,0.00,4.40,31.30,13.70,62.10,73.70,26.30,0.00,0.00,73.70,26.30
Bismack Biyombo,2017,24,81.00,29.00,52.00,22.10,100.00,0.00,74.10,4.10,0.00,7.70,25.90,12.40,70.00,81.60,18.40,0.00,0.00,81.60,18.40
Bismack Biyombo,2018,25,82.00,25.00,57.00,18.20,99.70,0.30,78.20,5.60,0.00,4.30,21.80,12.00,72.60,80.30,19.70,0.00,0.00,80.30,19.70
Bismack Biyombo,2019,26,54.00,24.00,30.00,14.50,100.00,0.00,75.40,5.10,0.00,3.00,24.60,10.60,70.30,76.40,23.60,0.00,0.00,76.40,23.60
Blake Griffin,2014,25,80.00,56.00,24.00,35.80,96.80,3.20,73.20,17.80,1.90,20.60,25.00,17.60,55.30,64.90,35.10,83.30,16.70,65.20,34.80
Blake Griffin,2015,26,67.00,47.00,20.00,35.20,97.80,2.20,76.80,28.50,2.00,14.20,21.20,15.00,48.30,67.20,32.80,80.00,20.00,67.40,32.60
Blake Griffin,2016,27,35.00,22.00,13.00,33.40,97.00,3.00,78.80,32.00,2.40,13.20,18.80,13.90,46.70,64.10,35.90,66.70,33.30,64.10,35.90
Blake Griffin,2017,28,61.00,40.00,21.00,34.00,88.40,11.60,67.00,21.00,8.70,18.20,24.30,15.00,46.00,49.90,50.10,97.40,2.60,53.70,46.30
Blake Griffin,2018,29,58.00,28.00,30.00,34.00,67.70,32.30,52.30,7.90,26.80,5.80,20.90,14.90,44.40,37.80,62.20,69.40,30.60,45.90,54.10
Blake Griffin,2019,30,75.00,39.00,36.00,35.00,61.10,38.90,46.70,2.90,30.80,5.50,22.50,13.20,43.80,34.00,66.00,56.10,43.90,40.70,59.30
Boban Marjanovic,2016,27,54.00,47.00,7.00,9.40,100.00,0.00,70.70,10.80,0.00,1.30,29.30,18.20,59.90,61.90,38.10,0.00,0.00,61.90,38.10
Boban Marjanovic,2017,28,35.00,16.00,19.00,8.40,100.00,0.00,75.40,7.30,0.00,4.70,24.60,11.50,68.10,65.30,34.70,0.00,0.00,65.30,34.70
Boban Marjanovic,2018,29,39.00,18.00,21.00,8.70,100.00,0.00,67.20,2.60,0.00,3.40,32.80,8.90,64.70,62.00,38.00,0.00,0.00,62.00,38.00
Boban Marjanovic,2019,30,58.00,31.00,27.00,11.70,96.20,3.80,73.90,5.70,2.80,4.00,23.20,16.10,68.20,66.00,34.00,100.00,0.00,66.90,33.10
Bobby Brown,2017,32,25.00,18.00,7.00,4.90,41.70,58.30,29.00,16.10,67.70,8.10,3.20,11.30,12.90,22.20,77.80,78.60,21.40,56.50,43.50
Bobby Brown,2018,33,20.00,17.00,3.00,5.70,31.00,69.00,32.00,16.00,66.00,0.00,2.00,24.00,16.00,0.00,100.00,27.30,72.70,15.80,84.20
Bobby Portis,2016,21,62.00,29.00,33.00,17.80,88.10,11.90,78.00,24.30,11.00,11.00,11.00,10.80,53.70,62.90,37.10,93.80,6.30,65.60,34.40
Bobby Portis,2017,22,64.00,30.00,34.00,15.60,74.40,25.60,69.10,23.80,22.00,13.50,8.90,21.50,45.30,64.20,35.80,100.00,0.00,70.50,29.50
Bobby Portis,2018,23,73.00,25.00,48.00,22.50,72.50,27.50,62.70,16.80,24.90,7.30,12.40,16.00,45.90,54.00,46.00,100.00,0.00,63.60,36.40
Bobby Portis,2019,24,50.00,14.00,36.00,26.00,69.60,30.40,57.50,10.40,31.70,8.90,10.80,15.50,47.00,53.40,46.60,100.00,0.00,65.90,34.10
Bogdan Bogdanovic,2018,25,78.00,26.00,52.00,27.90,57.40,42.60,46.90,19.20,42.20,9.10,10.90,15.80,27.70,35.80,64.20,76.00,24.00,50.90,49.10
Bogdan Bogdanovic,2019,26,70.00,32.00,38.00,27.80,56.90,43.10,45.90,12.10,40.60,12.10,13.50,13.70,33.70,38.30,61.70,79.10,20.90,53.50,46.50
Bojan Bogdanovic,2015,26,78.00,36.00,42.00,23.80,55.60,44.40,48.60,8.00,39.00,16.70,12.40,20.10,40.60,63.50,36.50,94.50,5.50,74.30,25.70
Bojan Bogdanovic,2016,27,79.00,21.00,58.00,26.80,54.90,45.10,44.00,9.90,43.60,18.40,12.40,15.60,34.00,59.00,41.00,90.70,9.30,71.60,28.40
Bojan Bogdanovic,2017,28,81.00,23.00,58.00,25.70,53.60,46.40,41.70,7.20,38.80,15.40,19.50,16.00,34.50,50.90,49.10,92.40,7.60,66.80,33.20
Bojan Bogdanovic,2018,29,80.00,47.00,33.00,30.80,54.70,45.30,43.60,9.60,40.80,23.00,15.60,17.50,34.00,53.00,47.00,94.20,5.80,68.80,31.20
Bojan Bogdanovic,2019,30,81.00,47.00,34.00,31.80,63.30,36.70,49.20,9.40,33.80,18.60,16.90,21.00,39.90,64.20,35.80,92.10,7.90,73.00,27.00
Bonzie Colson,2019,23,8.00,6.00,2.00,12.30,46.20,53.80,41.00,5.10,38.50,23.10,20.50,7.70,35.90,87.50,12.50,100.00,0.00,92.30,7.70
Boris Diaw,2014,32,79.00,60.00,19.00,25.00,80.70,19.30,71.70,14.50,18.80,6.80,9.50,12.60,57.20,58.40,41.60,100.00,0.00,64.60,35.40
Boris Diaw,2015,33,81.00,55.00,26.00,24.50,73.30,26.70,66.90,11.30,22.90,8.20,10.20,13.00,55.60,54.00,46.00,96.30,3.70,61.90,38.10
Boris Diaw,2016,34,76.00,64.00,12.00,18.20,82.00,18.00,73.00,7.40,15.50,3.90,11.50,12.60,65.60,48.00,52.00,96.00,4.00,54.00,46.00
Boris Diaw,2017,35,73.00,45.00,28.00,17.60,75.20,24.80,74.60,11.80,17.80,5.00,7.70,8.00,62.70,37.30,62.70,95.00,5.00,45.20,54.80
Brad Wanamaker,2019,29,36.00,27.00,9.00,9.50,62.90,37.10,48.60,12.90,34.30,32.10,17.10,20.00,35.70,41.20,58.80,75.00,25.00,52.00,48.00
Bradley Beal,2014,21,73.00,40.00,33.00,34.70,70.10,29.90,54.90,30.90,33.10,18.30,11.90,17.30,24.00,51.30,48.70,94.20,5.80,63.60,36.40
Bradley Beal,2015,22,63.00,37.00,26.00,33.50,69.60,30.40,53.40,22.20,33.10,20.10,13.50,16.30,31.20,55.30,44.70,85.80,14.20,64.20,35.80
Bradley Beal,2016,23,55.00,28.00,27.00,31.10,66.10,33.90,53.00,16.90,32.90,16.30,14.10,14.40,36.10,42.90,57.10,80.00,20.00,53.80,46.20
Bradley Beal,2017,24,77.00,48.00,29.00,34.90,58.20,41.80,46.50,15.20,37.60,15.10,15.90,14.70,31.40,48.60,51.40,80.70,19.30,59.80,40.20
Bradley Beal,2018,25,82.00,43.00,39.00,36.30,64.30,35.70,52.10,20.00,32.10,10.90,15.70,16.90,32.10,35.50,64.50,78.40,21.60,48.00,52.00
Bradley Beal,2019,25,82.00,32.00,50.00,36.90,63.00,37.00,52.90,14.00,29.90,13.70,17.20,14.20,38.90,42.50,57.50,71.80,28.20,50.50,49.50
Brandan Wright,2014,26,58.00,36.00,22.00,18.60,100.00,0.00,85.30,4.20,0.00,7.20,14.70,14.30,81.10,87.50,12.50,0.00,0.00,87.50,12.50
Brandan Wright,2015,27,75.00,37.00,38.00,19.30,99.20,0.80,85.70,3.30,0.00,12.30,14.30,16.70,82.40,73.80,26.20,0.00,0.00,73.80,26.20
Brandan Wright,2016,28,12.00,6.00,6.00,17.70,100.00,0.00,84.30,9.60,0.00,7.20,15.70,7.20,74.70,71.40,28.60,0.00,0.00,71.40,28.60
Brandan Wright,2017,29,28.00,14.00,14.00,16.00,99.30,0.70,87.80,2.10,0.00,12.70,12.20,19.60,85.70,89.20,10.80,0.00,0.00,89.20,10.80
Brandan Wright,2018,30,28.00,11.00,17.00,13.60,100.00,0.00,84.90,4.30,0.00,15.80,15.10,14.40,80.60,81.40,18.60,0.00,0.00,81.40,18.60
Branden Dawson,2016,23,6.00,5.00,1.00,4.80,100.00,0.00,80.00,0.00,0.00,60.00,20.00,0.00,80.00,50.00,50.00,0.00,0.00,50.00,50.00
Brandon Bass,2014,29,82.00,25.00,57.00,27.60,99.20,0.80,76.80,32.10,0.70,6.40,22.50,17.50,44.80,60.30,39.70,50.00,50.00,60.20,39.80
Brandon Bass,2015,30,82.00,40.00,42.00,23.50,95.30,4.70,77.40,28.40,3.10,9.90,19.50,16.70,49.00,69.00,31.00,100.00,0.00,69.80,30.20
Brandon Bass,2016,31,66.00,16.00,50.00,20.30,99.40,0.60,73.60,10.60,0.00,13.70,26.40,17.30,63.00,76.40,23.60,0.00,0.00,76.40,23.60
Brandon Bass,2017,32,52.00,29.00,23.00,11.10,98.40,1.60,72.60,17.80,1.00,14.70,26.40,19.20,54.80,67.90,32.10,100.00,0.00,68.20,31.80
Brandon Davies,2014,22,51.00,15.00,36.00,11.30,92.20,7.80,72.20,8.30,4.20,21.50,23.60,22.90,63.90,73.10,26.90,100.00,0.00,74.10,25.90
Brandon Davies,2015,23,27.00,6.00,21.00,15.70,75.20,24.80,66.20,19.70,16.90,8.50,16.90,16.20,46.50,66.00,34.00,87.50,12.50,69.10,30.90
Brandon Goodwin,2019,23,16.00,10.00,6.00,3.60,73.90,26.10,34.80,0.00,26.10,21.70,39.10,47.80,34.80,25.00,75.00,100.00,0.00,50.00,50.00
Brandon Ingram,2017,19,79.00,26.00,53.00,28.90,72.70,27.30,59.70,18.40,22.30,10.80,18.00,18.40,41.40,36.20,63.80,98.20,1.80,48.60,51.40
Brandon Ingram,2018,20,59.00,27.00,32.00,33.50,86.20,13.80,66.80,19.20,13.00,15.30,20.20,15.00,47.60,36.30,63.70,95.10,4.90,43.00,57.00
Brandon Ingram,2019,21,52.00,25.00,27.00,33.90,87.10,12.90,69.70,14.70,9.80,17.70,20.50,11.60,54.90,36.30,63.70,90.30,9.70,40.90,59.10
